Column1;Column2;Column3;Column4;PENIDIDIKAN;DOMISILI;NEGARA;NPSN;NAMA SEKOLAH;NAMA FILE
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100152;SD NEGERI IBOIH;ba52c2d8e2312bf4e29f645ff478fabe.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100153;SD NEGERI LAMPEUDAYA;239d662822021a7775ecc28cf416330f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100154;SD NEGERI LAMSAYUEN;3bcf416eff6e797efc82c66bef44a453.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100158;SD NEGERI ULEE KAREUNG;a7f0dd26dd587898aecff2c178d2e767.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100159;SD N TRANS DESPOT LEUNGAH;1c9dc23bdfe14f225c9b9e09e04278e3.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100160;SD NEGERI TANJUNG SELAMAT;42e25d3b77cd2971827016c0c403f2fe.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100161;SD NEGERI SIMPANG KEURAMAT;cbe0d112527dec1cf95fa91221710204.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100162;SD NEGERI PERUMNAS NEUHEUN;8cccb4d518d9b0131cbd001afd7c6fac.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100163;SD NEGERI PERTIWI LAMGAROT;191e230bdcf930aa2cd702dad5a1970b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100164;SD N PANTE KAREUNG;1b7b04c4e4e96d84742d05a2663f041e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100165;SD NEGERI PANCA;9a7cf0dbef50676c9348487a7da18c3c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100166;SD NEGERI MESALEE;0988ee164f782af16534d0cd19143a85.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100167;SDN LEUNGAH;805f8280ac89c0e2be2944747a738829.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100168;SD NEGERI GLA MEUNASAH BARO;4878d222d0cc5a83343fa50b749975f9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100290;SD N GANI;d2ff6797d108a3547024267eb4a4143e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100295;SD NEGERI 1 PAGAR AIR;c9ca9d359febdaee6617ea3937248ecb.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100296;SD NEGERI KAJHU;3bf6972b5a20819be731d0825ac28081.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100297;SD NEGERI IE SEUUM;1b0424027bff2fb72912e42d9d3b95ac.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100298;SD NEGERI GAROT GEUCEU;0a055e280c85f03d3e7d1a70871914ae.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100299;SD NEGERI DEAH RUNGKOM;cfffb5bed98a63bbb42fa178502a6fa5.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100300;SD NEGERI COT PREH;65981e3d0190114ac59a71a9f822bfc7.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100301;SD NEGERI COT KEUEUNG;304d70015bfaf53245ac3be9d7138037.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100302;SD NEGERI BUENG CALA;71870f0b4f2b02295a809f5f142cee71.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100306;SD NEGERI DHAM LUBUK;519c9bca6104c6b3265aee79509c4f84.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100307;SD NEGERI COT BUKET;bc793bb28caced5b9e3e17035a218e58.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100308;SD NEGERI COT BAMBU;1c75cfabc22f187c31d5a662fe88cd16.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100309;SD N CAPEUNG;df0f300ca68d1340e7db41a72443a417.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100310;SD NEGERI BUNG SIMEK;20e3c1572da4c751c4ab8afbc1c65c37.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100311;SD NEGERI BLANG KIREE;fe54681fbe2a78377d00346fac6c9a72.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100312;SD NEGERI BIRA;f6f481a6715d7e5520002a5c7f201c5b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100313;SD N BANDA SAFA;ec9a7df94d6d4b695da77e663518b84d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100314;SD N BAK SUKON;af1bca38dd7bfa928c8a1e19c29fd2cd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100315;SD NEGERI ATEUK ANGGOK;80e272e68d2bbe5ce21bc84ee2b30f88.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100316;SD NEGERI ATEUK;e3383726e5ae12332661032683bd9202.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100318;SD NEGERI ANEUK GLEE;3c3f2d679b23ca01d78dc2586e5886a9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107312;SD NEGERI 1 GLEE BRUEK;239d1ae72409ad0dcf23dd19b115171b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107313;SD NEGERI 1 INDRAPURI;02624875f33ffb99d8cc942fd623360e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107314;SD N 1 JEUMPET;c4504e1e49fba28ad3e675e82cba9a35.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107315;SD NEGERI 1 KLIENG;50d8ab7111bc585afcbc789bdf8de011.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107316;SD NEGERI 1 KOTA JANTHO;8f8a4d3d078586e8e5e7d1c9a262d244.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107317;SD NEGERI 1 LAMBHEU;0d1a6fc83be56faf873cdef0085e7dc0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107318;SD NEGERI 1 LAMCOT;74d1aa4d63db443438845e0129e59c3e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107319;SD NEGERI 1 LAMPASEH;ca5c74beaf2297169424cdfca08df214.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107320;SD NEGERI 1 LAMTEUBA;94aad913d827c5367e7051d3a8fdf263.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107321;SD NEGERI 1 LHOKNGA;76545ac87c4a065a10bf2c91b898684a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107322;SD NEGERI 1 MATA IE;9fa8e7c46316d61ccb3e1b2b6434b2c3.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107324;SD NEGERI 1 PEUKAN BADA;a1d8668dd747082cf60c372b18d323de.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107325;SD N 1 SAREE;de2eef3736dca6966d0b9c08aabee096.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107326;SD NEGERI 1 TANJONG;60d23747ab4ac3b35f031cb39aa792a2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107327;SD N 1 TANOH ABEE;f4749ff5f4a15bb7fca908205e295b5a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107328;SD NEGERI 2 GLEE BRUEK;a375a1f6ac958974546afd53731587f8.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107329;SD NEGERI 2 INDRAPURI;ef4815040898682813e8979b2091964e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107330;SD NEGERI 2 KLIENG;8cf8488ee67411d0223862f057690416.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107331;SD NEGERI 2 KOTA JANTHO;df1eef7177553b1eac98f039656f2a11.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107332;SD NEGERI 2 LAMBHEU;51088b9da273a537d30af2a9dc27ee3d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107334;SD NEGERI 2 LAMCOT;e135ecb3d211e31167ccf7b6240a3c0d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107335;SD NEGERI 2 LAMPASEH;ac97224ee25d4f5b365cc5e8266e54d9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107336;SD NEGERI 2 LAMTEUBA;af19763fa0dcfae5983c28cf210b382b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107337;SD NEGERI 2 LHOKNGA;2bc9aa75e5d901b810a7eede45f4d329.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107338;SD NEGERI 2 MATA IE;f824ad0590781f5e30855536838c4613.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107339;SD NEGERI 2 PAGAR AIR;482750772f67ddb998a7ea7cc709bdd2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107340;SD NEGERI 2 PEUKAN BADA;9697128f4676e1654ac61e14ba14c08b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107341;SD N 2 SAREE;4045a3e216bea5d448223d7586e2c8da.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107342;SD N 2 TANJONG;f5cfed424df1d2dc0a26e1cc53617938.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107343;SD N 2 TANOH ABEE;dc87a6b22bfff54970d7368090f2a3f1.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107344;SD NEGERI 3 KOTA JANTHO;eaacb26b09dba0e3e8761f23720c114c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107346;SD NEGERI 4 KOTA JANTHO;9085ab35f6558b92d7af354e6f16c116.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107347;SD NEGERI 5 KOTA JANTHO;b87d254973ca0585a0f21217b288f725.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107348;SD NEGERI 6 KOTA JANTHO;690ba105b29bf32b2c0464cd225758e2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107349;SD NEGERI 7 KOTA JANTHO;d2d7195f98ec311ab3473bc5f68ed8b0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107350;SD NEGERI 8 KOTA JANTHO;8095bb30ceb7c10f2b3aedf5e59ed984.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107351;SD ABULYATAMA;0bf8f277f578bf84bfbd8e0fda52db56.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107352;SD NEGERI AJEE RAYEUK;ce9f55f0ea46c5c107476251bebfe090.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107353;SD NEGERI ANEUK BATEE;051f130888d9e719d4afcb36daa1da59.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107354;SD NEGERI ATONG;60a3a5ef4e227838c5a4cb0ba07626be.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107355;SD NEGERI BAYU;0672af5fe2d6c272099b6aabdfe2272e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107356;SD NEGERI BLANG BINTANG;bbeb927b1eda65d41c1ca666cf16c5a4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107357;SD N BLANG LAMBARO;b3e14186634bf9489c5bb76693eb605d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107358;SD NEGERI BLANG MEE;376b2140fd9a7a23ba154f92138b7b65.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107359;SD NEGERI BUKIT BARO;81d13363e341ec61551791cf25ee6054.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107360;SD NEGERI COT ANGAN;77387d47d770ce1ded36bdfcad7b4c6a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107361;SD NEGERI COT JEUMPA;d35901ad29ec3f3c088fb490c59e2b8d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107362;SD NEGERI COT MEUTIWAN;0b8c69c14479eb83307339cb8000697b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107363;SD N COT MEURAJA;1c28ebf94f53c0e7aaadf9954525a0f3.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107364;SD NEGERI CUNDIEN;ee934c62f323431a205f4317a8cc0f6b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107365;SD N DATA GASEU;88ee8acc18a42b556f51342cba91a5ad.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107366;SD NEGERI DESA TEULADAN;e0defa56eea83ef734e6f8c40cc50e60.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107367;SD N DEDAP;46205cb0fb686eb015b203fbd2c955a9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107368;SD NEGERI DHAM CEUKOK;30d37b51cd88ca5f07c741b5d6ab913f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107369;SDIT FAJAR HIDAYAH;e8fec363cc7b1f805ab3cb238fa51935.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107370;SD NEGERI GAROT;bcf62c0d27d71c8db1f920dc77405dd9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107371;SD NEGERI GAROT LEUPUNG;400b8b68542be371d43e36792e9c7328.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107372;SD NEGERI GEUNTEUT;40a2d769b634f0b5e3bb3890fda1a160.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107373;SD NEGERI GUE GAJAH;5ce94c8021316d88207d98a8d27290dd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107374;SD ISLAM LABORATORIUM;e92c12ee52f20868c0d46530181cb5bf.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107375;SD IT NURUL FIKRI ACEH;d7d40d5834913b38bfce06a5ecdba6ac.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107376;SD NEGERI KANDANG;fb4d977d4e83aadbb8a51aef1a374c14.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107377;SD NEGERI KANDANG CUT;47edc655431f195efb672e46f5611672.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107378;SD NEGERI KAYEE LEUE;21a904567142eeb7a9bc92d665fd15b7.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107379;SD NEGERI KEUDE BIENG;fb705a9d9328411fc1871e1d2a6a2d06.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107380;SD NEGERI KRUENG KALA;4ec1576dd36ffb98f6f4713b06694551.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107381;SD NEGERI KRUENG RABA;09e7fc5d2d4ee376ccf71f7e0cb6c6c4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107382;SD N KULAM DATA LHOKNGA;acce0727c0a2e8d5b15c878d780c291f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107383;SD NEGERI KULU;ea566f9bc9e511b9c5b0776144afbf4e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107384;SD N KUTA BAKMEE;c940c376ba1a9b3dd0030bc241a6cfb9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107385;SD N KUTA PASIE;c35e6b618054278b46cd0f7f1e7f57ec.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107386;SD NEGERI LAM ARA TUNONG;c506e5af821108474df3370c42afc076.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107387;SD NEGERI LAM AWEE;5fcd76c20a1800b2d291ad4a692ac598.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107388;SD NEGERI LAMBADA KLIENG;5e92cb54ec70f1aa1ff51edc1879972f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107389;SD NEGERI LAMBARO ANGAN;c3b842530e73c0f0b1e47ddf856deaaf.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107390;SD NEGERI LAMBARO NIJID;be9cf6f5dd64b78fdab16fbeb45d3b2b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107391;SD NEGERI LAMBARO TUNONG;64f5f035558edc9c5a48044779c52b40.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107392;SD NEGERI LAMBIRAH;9e5bc44013cdd6483b7a6c4ea8fc36a7.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107393;SD NEGERI LAMBLANG;e35e660a7cb6c50242d1beb0511c953d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107394;SD NEGERI LAMBUNOT JAYA;8eb0b6a1c8f3e020b341a908914ce63b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107395;SD NEGERI LAM COT;4f536db7adab7bdaf064dbbb6e97c505.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107396;SD NEGERI LAM GEUE;bc0ad06003cecae523b5601f7afa41d4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107397;SD NEGERI LAM ILIE;d06e1f04be0530378b5f6194bb779a16.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107398;SD NEGERI LAMISEK;b283ebd5e97e141af8caafe62c927f06.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107399;SD NEGERI LAMJAMPOK;dc2e63cd4b0d8bd03dfc12b30092054e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107400;SD N LAMKABEU;2e419398b7b4fda6b657342565ef3879.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107401;SD NEGERI LAMKLEING;86305b7d1921fa30a5618fa6d9492727.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107402;SD NEGERI LAMKRAK;00c121e8a89da4a486e321a255459b16.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107403;SDN LAMKUNYET;a461bbe6ed7cc1164ea0dcf399cba59d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107404;SD NEGERI LAMLHEU;15a3e277523e7e9161cea82dc4c2346c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107405;SD NEGERI LAMLHOM;a18225fd42219902773ceae944ca82a2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107406;SD NEGERI LAMPAGEU;bc3dba8046f5f5d14e22c3cec1f56ba2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107407;SD NEGERI LAMPAKU;28c25b8653090edc56b948eb98e1f64d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107408;SD N LAMPANAH;ee6d7c451214c4a0cc937751c69094e4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107409;SD NEGERI LAMPEUNEURUT;6435fb8502386fa1a915fede49d66858.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107411;SD NEGERI LAMPUYANG;ed453d8cec9341005a380819946be8c0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107412;SD NEGERI LAMRABO;3614bd22aa2a7d46fbf58a79e59c1ea9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107413;SD NEGERI LAMREH;55616e8faabce49f9233671a82b25fd4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107414;SD NEGERI LAMREUNG;015a51bff9694e01c84e255e0fac2192.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107415;SD NEGERI LAMSIE;2edf1d2f17946b576f3924d1e0388990.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107416;SD NEGERI LAMSUJEN;4959688f4d89c4f5d37c050204f08282.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107417;SD N LAMTAMOT;4e7d2c3a39934e36136e3cdf32e48a4e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107418;SD NEGERI LAMTEH;d387f2959c052a84fcb0487d86b6331f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107419;SD NEGERI LAMTEUBEE;d8889bd99e8b14ada8bb90b5972ebfe2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107420;SD NEGERI LAMTEUNGOH;43a238952f1a0caee20e750032e32838.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107421;SD NEGERI LAMTHEUN;7097bdeacfcaf89a98fe0c0ca6adcd21.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107422;SD NEGERI LAM URA;a5aff58dc67bf1612aefda8a983b8c99.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107423;SD N LAYEUN;86c11c0da0dfd9b4fdc2237d3f180f86.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107424;SD NEGERI LEUPUNG;d2c348c0208fdf6876017fbef9f7f164.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107425;SD NEGERI LEUPUNG 26;6849acc24ee3428b1950242330b9b1ed.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107426;SD NEGERI LHOK SEUMELU;b11e1734baee951cd0fd4d39ae099424.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107427;SD NEGERI LIMO INDRAPURI;3b425cc7309d15d9a2ebae6fb3335be0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107428;SD NEGERI MAIMUN SALEH;1276a4d0e8a7b2d49b360ae489a0c01d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107429;SD NEGERI MEULINGGE;333ed0a6a2acb8375dd1e33eddb00d3b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107430;SD NEGERI MEUNASAH TUTONG;12835fa518227c6891168de91a7f2182.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107432;SD NEGERI MESJID LHEU;2bb641b7c355c73dfdd70752caafd676.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107433;SD NEGERI MEULAYO;666e4678adf583b3997d78fc92ae6d75.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107434;SD NEGERI MUREU;fc838a1ccd3667054185a878daf40078.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107435;SD NEGERI MON MATA;41dbd6912f59fa3607c25fa40a58a467.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107436;SD NEGERI MONSINGET;48f9ed42a6864571e1e3b0b3a84e1708.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107437;SD NEGERI MONTASIK;ad7482dc6c85c5536b1dd4b7b37210cb.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107438;SD NEGERI NEUHEUN;262f6c69b3f1b55b20671db582e68e66.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107439;SD NEGERI NEUSOK TEUBALUI;5c29908e214eb633975614b3458dd4a2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107440;SD NEGERI PIYEUNG;2763ccb5f2ed4b9af5ac8f55128ae7d0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10107441;SD NEGERI PULOT;67d00ee92d0de646308add902e5c7a3c.pmp
