Column1;Column2;Column3;Column4;PENIDIDIKAN;DOMISILI;NEGARA;NPSN;NAMA SEKOLAH;NAMA FILE
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108040;SD NEGERI SAWANG RAMBOT;8da2829cb92b5e920b6a7af02c59fc14.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108041;SD NEGERI TEGAL SARI;3ec34dca21d0c6aa164562c4402273a4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108075;SD NEGERI PASI MALI;773d4196a844edb8c52e8652c869c6b7.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108076;SD NEGERI MUGO RAYEUK;5a890e99cacd2cc43efdd53b036fbd5e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108211;SDN KEUEB;bb0f149d4814970115dc0cc6c5d13837.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108266;SD NEGERI PAYA BARO;b800cc949dae5bfafa116ef9b2811888.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10108270;SD NEGERI PASI ACEH;4e820b2a1e8b368a924c7655ae4aec56.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110249;SD NEGERI 01 PERCONTOHAN MEULABOH;7befb7211e590dbe406c97bf8abec011.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110268;SD NEGERI PASI ACEH WOYLA;226d66b8f2cd74a4ab166146766f3dc2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110270;SD NEGERI ALUE SUNDAK;eef8e921e1f009b3c55faeb6ce0863b3.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110285;SD NEGERI SUAK TIMAH;19e244b89a9aa5de8a8f900b1afa13bb.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110654;SD NEGERI 10 MEULABOH;008cc8a2735295cb7cbab6f8fbbfb493.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110656;SD NEGERI PAYA PEUNAGA;f3c470a044ff0f3dc0ac8fbf11bed224.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110657;SD NEGERI TERPADU ALPEN;ca7138dbd073fa66c8bcbaf536171452.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110658;SD NEGERI SIMPANG;8585a90a70bfda141f4e36b59da123fe.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110660;SD NEGERI KRUENG MEULABOH;38b59e78f8d722534d71a5d5da12a002.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110661;SD NEGERI LANGO;2b9247617638b410c7e4fbc824d9fef8.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110663;SD NEGERI KAJEUNG;5a49688e4ea836ef9cc316191a4f3907.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110669;SD NEGERI BAKAT;ad523d3874981a8fa3915fad4d7a4810.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110670;SD NEGERI UPT III ALUE PERMAN;9d8b4ea9a19049d3c69d57dbf3b7c911.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110671;SD NEGERI SEURADEUK;bf9992d290f911ebdd4a4bce3cb43518.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110672;SD NEGERI RAMBONG;d6758a5bfe747716b4b18afb90ac7fe9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110674;SD NEGERI DRIEN RAMPAK;ff353368110e09477582fa57c9f707d1.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110675;SD N UJONG RAJA;63302488828d081464acca104c9ed3dc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110676;SD NEGERI ALUE BATEE;c7bd28574e9a15131f507e37e0e68e59.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110677;SD NEGERI BLANG LUAH;d4732514c1064088194e77ad87ac9811.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110679;SD NEGERI PAYA MEUGENDRANG;488459fd44e141ff685bc9a75eb232c2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110680;SD NEGERI LANCONG;e9f72a8f4b73787e1a3d5682df50a430.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110681;SD NEGERI ALUE LHOK;026523773a6d623d276bebb6bb4c7adc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10110682;SD N SEUMANTOK WOYLA;8642aa9e9ff547464e1b8dfe9ac97432.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10111561;SD NEGERI PUCOK LUENG;229ba9bff58b38f32c64d38d8506f6a2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;10113232;SD IT TEUKU UMAR;8ca7b43d31b4ccd09bfb0d6273a6445d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;69786606;SD N Lango Tranmigrasi;836ebf9ef0220e1dc72eccff0a8f7852.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat;69786607;SDS LUENG BARO;994ea18394271d318e30a87bbdbd4541.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104784;SD NEGERI 1 LEMBAH SABIL;140b671093d7316ddd414a9d17b9af20.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104786;SD NEGERI 1 TANGANTANGAN;e91fde3464ae5e35b227f04bc6e5d079.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104787;SD NEGERI 8 JEUMPA;7cc15f59363307ebeb50a5e7f49d4d9f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104788;SD NEGERI 7 BLANGPIDIE;8a3a774fda23542c2d18aa5ccf487cbc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104794;SD NEGERI 11 BLANGPIDIE;d3d73a543e0476d33db915ccaf11ebc2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104795;SD NEGERI 10 BLANGPIDIE;ea96aebd41c17721cd2534ec8b408cb7.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104797;SD NEGERI 5 TANGANTANGAN;894cf0bd883758f31bd5c0cd53c0cc73.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104798;SD NEGERI 5 MANGGENG;f3ef1e403a661ebe09a5bcc0e8351bcd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104800;SD NEGERI 6 MANGGENG;ca06874c558088c7be144b58b2826a11.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104802;SD NEGERI 4 MANGGENG;8453f417070c48aa5d6bea8948033132.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104803;SD NEGERI 9 SUSOH;4c6a93aec5d39eb5c7e1a4a5d8c80016.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104805;SD NEGERI 5 SUSOH;eaba046cf00718e972cf344e15864656.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104806;SD NEGERI 11 SUSOH;61e41b29dad2c03bc50dc4cea148325a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104808;SD NEGERI 8 LEMBAH SABIL;9d5fd78e617825d6efe1f4bdd32684e8.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104809;SD NEGERI 1 KUALA BATEE;7dcc6c6e91b9a077b318c0855c409898.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104811;SD NEGERI 3 MANGGENG;5506b29fac6cc98c0a3d988aef4a4dc3.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104813;SD NEGERI 10 KUALA BATEE;171ec88cf1a61c995a220c1b64f6135f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104815;SD NEGERI 9 KUALA BATEE;568bb5d7a52f0d177e42d925f805bbb0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104817;SD NEGERI 2 MANGGENG;d1bfe5fc368e33425b69e029cae61d66.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104820;SD NEGERI 6 JEUMPA;0467835d1871b5bf62d869872b542cba.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104823;SD NEGERI 2 JEUMPA;d18f92ca8049aaad4243c4a7a7e25d8d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104824;SD NEGERI 7 JEUMPA;6cb399ce3809108c986e3f58baca53b4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104825;SD NEGERI 10 MANGGENG;db8c2fac51484f23c455ed99e15918cd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104827;SD NEGERI 11 KUALA BATEE;30059d4d24f26a19f09c1d4b6b774c0c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104828;SD NEGERI 3 SETIA;fd7495ff430969bcd1852c8db9224782.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104829;SD NEGERI 13 KUALA BATEE;17de89711be1ba3683aba5c597bd4493.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104830;SD NEGERI 7 LEMBAH SABIL;c5d731475b3643e7914e38f2423a03fd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104832;SD NEGERI 5 JEUMPA;5ef45df6f4fd670e7b5a23f0589db19e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104833;SD NEGERI 10 SUSOH;6b501a7c8d7d965c21fa265d8aa82c39.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104834;SD NEGERI 5 BLANGPIDIE;a2f0af9e25e5160db7f84432215dd91f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104835;SD NEGERI 3 BLANGPIDIE;d47adec13c2dac7cc79095d38ddaf818.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104836;SD NEGERI 12 KUALA BATEE;c6f383728192ea4a0da93bae88d1b9a4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104868;SD NEGERI 1 MANGGENG;1c0198bfbb045d31793c3bf565fd3665.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104871;SD NEGERI 12 SUSOH;b4c35deb488c3a7f2f2db16615febf6b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104872;SD NEGERI 1 SETIA;52164f7859df4cf1be7fa6c54580958b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104873;SD NEGERI 8 MANGGENG;aff2e14c2c64dbeb76ee4f048e1ce455.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104874;SD NEGERI 7 SUSOH;468582396ee7d3520b9027c08f87ee9c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104875;SD NEGERI 6 SUSOH;546caacf61d785e633ddc62539a3836c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104876;SD NEGERI 2 TANGANTANGAN;766e577815154a304d9df1decaa722fb.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104877;SD NEGERI 3 TANGANTANGAN;bf6a6f0d6c7947d7866ba3d6ab39c37d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104884;SD NEGERI 9 LEMBAH SABIL;307f0cf83ada6afb5997cca3bb3c27fe.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104885;SD NEGERI 8 SUSOH;8a34322a4924f4ff0e2e4e0fe170c350.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104886;SD NEGERI 4 SETIA;d7d8e5c13205e1c97e10466adb14f77b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104889;SD NEGERI 6 LEMBAH SABIL;177794d6259fd3248075d9565b7523ab.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104893;SD NEGERI 8 BLANGPIDIE;a28b0bef275cc0af083adf34e0000144.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104896;SD NEGERI 2 KUALA BATEE;c3ab283202e75cbd0dc6da6271c16966.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104897;SD NEGERI 1 BLANGPIDIE;1fa1d9f748f566a0bf7a6270adc5b214.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104898;SD NEGERI 8 TANGANTANGAN;9ce056d09d8382a03a7d09f11282e947.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104899;SD NEGERI 11 BABAHROT;3c0ce3913db05af1ef3920cfe03190b5.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104900;SD NEGERI 10 TANGANTANGAN;e028dac24a40e496c6bb815e35bb7379.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104901;SD NEGERI 13 BABAHROT;71679edb2654ac98de79a86619b920ad.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104903;SD NEGERI 7 KUALA BATEE;c3c8968b4913ff6cce945809540b3162.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104904;SD NEGERI 6 BLANGPIDIE;44b29406e8548c65cbd8af5c288e8115.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104905;SD NEGERI 2 LEMBAH SABIL;54a01bb8491129dee00f08371b7262d6.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104906;SD NEGERI 8 KUALA BATEE;9cb43d871e18c588b5304a07ff993071.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104907;SD NEGERI 1 JEUMPA;58207044ce5c7afbe3095b7e6392a186.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104908;SD NEGERI 8 BABAHROT;5ec65b009c6da22c76d72d22eb977a92.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104909;SD NEGERI 5 SETIA;e6bac87914d1e5a0432944ce3a0b8a9d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104912;SD NEGERI 3 LEMBAH SABIL;b49486952162137decdb66e0a15d2889.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104914;SD NEGERI 1 BABAHROT;8778cb7a678b6a412b7b222d08faee5d.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104915;SD NEGERI 1 SUSOH;8ab2b877c661c802395b9539bb7d0e1f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104916;SD NEGERI 5 BABAHROT;a23ee623a25b5be64bcb9944e508e609.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104918;SD NEGERI 7 BABAHROT;a7c682f37e0ce94139b78992589ec23a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104933;SD NEGERI 10 LEMBAH SABIL;ad3cae632d0b39de79f1d954986d581a.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104947;SD NEGERI 9 BABAHROT;5808af583ff1bbf38d4ecb11cec963fe.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104948;SD NEGERI 4 TANGANTANGAN;969c3ade8d59b16403fc5be700db354b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104949;SD NEGERI 4 SUSOH;efb9e833a2e521036f27030b3520dabf.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104950;SD NEGERI 4 JEUMPA;fb66ed71d777bc57503e264841b7daa1.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104951;SD NEGERI 4 KUALA BATEE;8749a91bd7e42e01e5ee5aa5113eb5fa.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104953;SD NEGERI 5 KUALA BATEE;476352b47a0d394ea3e910f16d296016.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104954;SD NEGERI 9 BLANGPIDIE;5c5151c8c85e833f31df4962ae89e16e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104957;SD NEGERI 9 MANGGENG;dad15614cf68fea689fff9444a08e428.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104958;SD NEGERI 6 TANGANTANGAN;fa894c0fd786f7bb4b49656fa3605fd2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104961;SD NEGERI 4 BLANGPIDIE;edf9e266b45e2bd85340836bfb0dd8e4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104962;SD NEGERI 6 KUALA BATEE;d3a2d0e137aac3ec527735e0c39f4081.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104964;SD NEGERI 3 SUSOH;4548a663fc06381d048010baff2d6ba4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104965;SD NEGERI 7 TANGANTANGAN;690ad171ba40cd6679e370acd5252aa0.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104966;SD NEGERI 10 BABAHROT;7fe3bab1945c133071d6e26bfca76c00.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104967;SD NEGERI 3 JEUMPA;1ed024d8ac93b9035c36cccc5e8c74dc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104968;SD NEGERI 12 BLANGPIDIE;13f14a5a2ef4bf6ee825e3d343b8f7c9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104969;SD NEGERI 4 LEMBAH SABIL;4554beabf76356e933b1e33285b97b11.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104970;SD NEGERI 2 SETIA;c033c89f801c6ba5a95869e87bf07cab.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104973;SD NEGERI 2 SUSOH;610cc70f9fa5bc0d9132ca3d2750458b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104974;SD NEGERI 5 LEMBAH SABIL;abcce1bfa3f4f8d31bd0a3863f303d62.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104978;SD NEGERI 3 KUALA BATEE;3d859dd7370f4794d2f0a0d9da3ce643.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104980;SD NEGERI 9 TANGANTANGAN;6be69edaed17dcd6020f3f563c76aa10.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104981;SD NEGERI 12 BABAHROT;65185fe8b1211d8d8411fda9168819f5.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104982;SD NEGERI 6 SETIA;e3045c66e6c28cce3314385e3f0ab327.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104983;SD NEGERI 14 BABAHROT;73179ced9f4b743b969addf259238aeb.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104984;SD NEGERI 6 BABAHROT;419509becf6aa062708b0b36c52955a1.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104985;SD NEGERI  2 BABAHROT;17093fcb7f4137794c995a9ce96ecbc4.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104988;SD NEGERI 4 BABAHROT;5ee36cd9c1d64cb0b27bbbac7c3d6ada.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104990;SD NEGERI 3 BABAHROT;ef8e984a1bc926e1d4e016b3dc076cd6.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104993;SD NEGERI 2 BLANGPIDIE;0496f0570389bc4d6e9e8cb07fecbe8f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10104997;SD NEGERI 7 MANGGENG;cc3d951877355ea4bd65b6dbc04d6475.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10110521;SD NEGERI UNGGUL TUNAS ABDYA;772e64e3ce0b3226efc5d1318a3a49a2.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10110773;SD NEGERI 11 MANGGENG;9f2494a914be6fa667d06e72cd648405.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10110803;SD NEGERI 11 TANGANTANGAN;63697b13bdb1c0daf715c591a8b0e064.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10110910;SD NEGERI 13 SUSOH;839b3b053403fb60dd5dd65cc4bf1dd9.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10111373;SD NEGERI 13 BLANGPIDIE;48036298ef3fcf5683b1ebdb12136b6f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10112964;SD NEGERI 15 BABAHROT;5a6e6351e5f27cda72b509dbe209e4c6.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10113329;SD NEGERI 14 BLANGPIDIE;14e75544d0d02464b9f059b7e6970d01.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;10117854;SD NEGERI 11 LEMBAH SABIL;31ba2660eaaefe44277c33cc6fee8ddf.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;69755763;SD NEGERI 15 BLANGPIDIE;6a859838f97d3690018d6cefddaa4a57.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;69786521;SD NEGERI 12 TANGANTANGAN;c77c2c44ab9f3e35ec86839868568736.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;69787341;SD NEGERI 7 SETIA;2946ce9d85b0b2d2ea0a31dfa6f309cd.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;69787343;SD NEGERI 12 MANGGENG;930b7d5e02caf10b05a373a6b865d367.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Barat Daya;69948701;SDIT RABBANI QURAN SCHOOL;c051887278259c80486433d5b6d26e21.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100141;SD NEGERI LAMNGA;8d057d53f042a936be2213b39abf24fc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100142;SD NEGERI LAMLEUOT;eb45bd1b31a793e51ce712c2cb99022c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100143;SD NEGERI LAMKLAT;9ff8841333d28388400f876f838083da.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100144;SD NEGERI LAM UJONG;478fff9ce2dbf8d422645d9e82a4e75b.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100145;SD NEGERI LADONG;9c3ec6e72bb5b5277efa8c118c57f6f6.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100146;SD NEGERI LABUY;5efcb455c645d9ceed16ab77da8c8e6c.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100147;SD NEGERI KRUENG RAYA;425d6ba54f4bebc86e4d2fd9d97c4d5f.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100148;SD NEGERI JRUEK;28b9ca14b4e336979eaf0f79e6763acc.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100149;SD NEGERI 2 JEUMPET;e519751b396ea1b812066db728f04426.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100150;SD N KEUMIREU;d9423870aeb0aa212e79d674ecd40d0e.pmp
D:;RANDOM;DATA;DATA;SD;Prov. Aceh;Kab. Aceh Besar;10100151;SD NEGERI IE ALANG;4b28f1860ff2a2254a2bd4e01caa387e.pmp
